Date,Open,High,Low,Close,Volume,ticker
13/11/2023,87.64,87.64,87.64,87.64,0,IDCOT20TR:PSE
10/11/2023,87.79,87.79,87.79,87.79,0,IDCOT20TR:PSE
09/11/2023,87.27,87.27,87.27,87.27,0,IDCOT20TR:PSE
08/11/2023,89.34,89.34,89.34,89.34,0,IDCOT20TR:PSE
07/11/2023,87.86,87.86,87.86,87.86,0,IDCOT20TR:PSE
06/11/2023,86.67,86.67,86.67,86.67,0,IDCOT20TR:PSE
03/11/2023,87.45,87.45,87.45,87.45,0,IDCOT20TR:PSE
02/11/2023,86.79,86.79,86.79,86.79,0,IDCOT20TR:PSE
01/11/2023,84.9,84.9,84.9,84.9,0,IDCOT20TR:PSE
31/10/2023,83.15,83.15,83.15,83.15,0,IDCOT20TR:PSE
30/10/2023,83.54,83.54,83.54,83.54,0,IDCOT20TR:PSE
27/10/2023,83.89,83.89,83.89,83.89,0,IDCOT20TR:PSE
26/10/2023,84.18,84.18,84.18,84.18,0,IDCOT20TR:PSE
25/10/2023,82.97,82.97,82.97,82.97,0,IDCOT20TR:PSE
24/10/2023,84.81,84.81,84.81,84.81,0,IDCOT20TR:PSE
23/10/2023,83.81,83.81,83.81,83.81,0,IDCOT20TR:PSE
20/10/2023,82.73,82.73,82.73,82.73,0,IDCOT20TR:PSE
19/10/2023,82.31,82.31,82.31,82.31,0,IDCOT20TR:PSE
18/10/2023,83.97,83.98,83.97,83.98,0,IDCOT20TR:PSE
17/10/2023,84.79,84.79,84.79,84.79,0,IDCOT20TR:PSE
16/10/2023,85.75,85.75,85.75,85.75,0,IDCOT20TR:PSE
13/10/2023,87.06,87.06,87.06,87.06,0,IDCOT20TR:PSE
12/10/2023,85.6,85.6,85.57,85.57,0,IDCOT20TR:PSE
11/10/2023,87.91,87.93,87.91,87.93,0,IDCOT20TR:PSE
10/10/2023,86.18,86.18,86.16,86.16,0,IDCOT20TR:PSE
09/10/2023,86.02,86.09,84.34,84.34,0,IDCOT20TR:PSE
06/10/2023,84.3,84.31,84.3,84.31,0,IDCOT20TR:PSE
05/10/2023,85.36,85.36,85.33,85.33,0,IDCOT20TR:PSE
04/10/2023,85.74,85.8,85.74,85.8,0,IDCOT20TR:PSE
03/10/2023,84.61,84.61,84.6,84.6,0,IDCOT20TR:PSE
02/10/2023,86.49,86.5,86.49,86.5,0,IDCOT20TR:PSE
29/09/2023,87.93,87.93,87.89,87.89,0,IDCOT20TR:PSE
28/09/2023,87.85,87.86,87.85,87.86,0,IDCOT20TR:PSE
27/09/2023,87.61,87.64,87.61,87.64,0,IDCOT20TR:PSE
26/09/2023,88.1,88.1,88.1,88.1,0,IDCOT20TR:PSE
25/09/2023,88.44,88.44,88.42,88.42,0,IDCOT20TR:PSE
22/09/2023,90.62,90.63,90.62,90.63,0,IDCOT20TR:PSE
21/09/2023,89.9,89.9,89.9,89.9,0,IDCOT20TR:PSE
20/09/2023,92.27,92.27,92.27,92.27,0,IDCOT20TR:PSE
19/09/2023,92.03,92.05,92.03,92.05,0,IDCOT20TR:PSE
18/09/2023,92.63,92.66,92.63,92.66,0,IDCOT20TR:PSE
15/09/2023,92.19,92.19,92.18,92.18,0,IDCOT20TR:PSE
14/09/2023,92.68,92.69,92.68,92.69,0,IDCOT20TR:PSE
13/09/2023,93.39,93.39,93.38,93.38,0,IDCOT20TR:PSE
12/09/2023,93.38,93.38,93.37,93.37,0,IDCOT20TR:PSE
11/09/2023,92.86,92.86,92.86,92.86,0,IDCOT20TR:PSE
08/09/2023,93.51,93.52,93.51,93.52,0,IDCOT20TR:PSE
07/09/2023,93.16,93.16,93.13,93.13,0,IDCOT20TR:PSE
06/09/2023,92.95,92.95,92.94,92.94,0,IDCOT20TR:PSE
05/09/2023,92.73,92.74,92.73,92.74,0,IDCOT20TR:PSE
01/09/2023,94.01,94.01,94,94.01,0,IDCOT20TR:PSE
31/08/2023,95.48,95.48,95.48,95.48,0,IDCOT20TR:PSE
30/08/2023,95.09,95.1,95.09,95.1,0,IDCOT20TR:PSE
29/08/2023,95.13,95.15,95.13,95.15,0,IDCOT20TR:PSE
28/08/2023,94.16,94.18,94.16,94.18,0,IDCOT20TR:PSE
25/08/2023,94.06,94.06,94.05,94.05,0,IDCOT20TR:PSE
24/08/2023,93.78,93.78,93.77,93.77,0,IDCOT20TR:PSE
23/08/2023,94.35,94.35,94.35,94.35,0,IDCOT20TR:PSE
22/08/2023,92.09,92.1,92.09,92.1,0,IDCOT20TR:PSE
21/08/2023,91.41,91.43,91.41,91.43,0,IDCOT20TR:PSE
18/08/2023,92.66,92.66,92.64,92.64,0,IDCOT20TR:PSE
17/08/2023,92.3,92.32,92.3,92.32,0,IDCOT20TR:PSE
